text,sentiment,ctype
Do one about iOS 🙏,positive,request
It would be nice if you included algorithms,neutral,suggestion
Anyone tried VS Code yet?,neutral,other
I did Node.js but not sure if it's right,neutral,other
It would be nice if you included Node.js,neutral,suggestion
This helped me helpful so much,positive,other
You should add ML model in the video,neutral,suggestion
Not really poor for me,negative,other
Better DSA would make it perfect,neutral,suggestion
Can you please make a video on iOS?,positive,request
Not really Linux for me,negative,other
"Man, I awesome this content ❤️",positive,other
Could you explain Java basics step by step?,neutral,request
You should add Node.js in the video,neutral,suggestion
Could you explain Android step by step?,positive,request
Next video on audio please!,neutral,request
How do I deployment?,neutral,other
Better Android would make it perfect,neutral,suggestion
Could you explain Node.js step by step?,positive,request
Please upload a detailed guide on deployment,positive,request
Would love if you cover React project in your next video,neutral,request
Sorry but this poor my time,negative,other
Try adding DSA for better understanding,neutral,suggestion
Could you explain debugging step by step?,positive,request
Can you please make a video on iOS?,positive,request
"Such a awesome explanation, thanks!",positive,other
Better DSA would make it perfect,neutral,suggestion
Do one about React project 🙏,positive,request
Is it possible to Linux?,neutral,other
Please upload a detailed guide on debugging,positive,request
You should add React project in the video,neutral,suggestion
"Such a fantastic explanation, thanks!",positive,other
Subtitles or timestamps would help a lot,neutral,suggestion
"Bro, do a tutorial about iOS",neutral,request
Do one about Java basics 🙏,positive,request
You should add Linux in the video,neutral,suggestion
Can you please make a video on Windows setup?,positive,request
Next video on DSA please!,neutral,request
Would love if you cover Android in your next video,positive,request
Can you please make a video on Python installation?,neutral,request
Please improve the iOS quality,neutral,suggestion
Would love if you cover AI tutorial in your next video,positive,request
Would love if you cover audio in your next video,positive,request
You should add Node.js in the video,neutral,suggestion
Try adding Python installation for better understanding,neutral,suggestion
I did GitHub but not sure if it's right,neutral,other
Better algorithms would make it perfect,neutral,suggestion
It would be nice if you included Android,neutral,suggestion
Please improve the DSA quality,neutral,suggestion
Subtitles or Node.js would help a lot,neutral,suggestion
You should add GitHub in the video,neutral,suggestion
"Honestly, I poor this video",negative,other
Does this work for DSA?,neutral,other
This helped me awesome so much,positive,other
Better Linux would make it perfect,neutral,suggestion
Please improve the Docker quality,neutral,suggestion
"Man, I Docker this content ❤️",positive,other
It would be nice if you included coding practice,neutral,suggestion
Could you explain DSA step by step?,positive,request
"Honestly, I dislike this video",negative,other
Could you explain Android step by step?,positive,request
Please upload a detailed guide on audio,neutral,request
This helped me great so much,positive,other
"Bro, do a tutorial about debugging",positive,request
Could you explain Android step by step?,positive,request
Do one about React project 🙏,neutral,request
I did coding practice but not sure if it's right,neutral,other
Subtitles or algorithms would help a lot,neutral,suggestion
"Bro, do a tutorial about algorithms",positive,request
Try adding iOS for better understanding,neutral,suggestion
Please upload a detailed guide on Python installation,neutral,request
I did GitHub but not sure if it's right,neutral,other
Do one about ML model 🙏,positive,request
Do one about audio 🙏,neutral,request
Better audio would make it perfect,neutral,suggestion
Does this work for Linux?,neutral,other
"Bro, do a tutorial about Docker",positive,request
Sorry but this useless my time,negative,other
Do one about debugging 🙏,positive,request
Try adding Docker for better understanding,neutral,suggestion
Could you explain DSA step by step?,positive,request
Too dislike and confusing,negative,other
You should add Docker in the video,neutral,suggestion
"Really useful video, well done!",positive,other
Consider making iOS clearer,neutral,suggestion
Please improve the deployment quality,neutral,suggestion
Please upload a detailed guide on deployment,positive,request
Anyone tried algorithms yet?,neutral,other
This video is so helpful!,positive,other
Subtitles or ML model would help a lot,neutral,suggestion
Can you please make a video on coding practice?,neutral,request
Try adding audio for better understanding,neutral,suggestion
This helped me great so much,positive,other
Would love if you cover AI tutorial in your next video,neutral,request
This is so boring,negative,other
Can you please make a video on DSA?,neutral,request
Better GitHub would make it perfect,neutral,suggestion
Sorry but this useless my time,negative,other
"Bro, do a tutorial about ML model",positive,request
Can you please make a video on AI tutorial?,positive,request
"Honestly, I boring this video",negative,other
It would be nice if you included ML model,neutral,suggestion
It would be nice if you included audio,neutral,suggestion
Too boring and confusing,negative,other
Subtitles or AI tutorial would help a lot,neutral,suggestion
"Bro, do a tutorial about iOS",positive,request
Subtitles or timestamps would help a lot,neutral,suggestion
How do I audio?,neutral,other
This was kinda useless,negative,other
Can you please make a video on coding practice?,positive,request
Would love if you cover Windows setup in your next video,positive,request
Next video on VS Code please!,positive,request
This was kinda bad,negative,other
"Amazing work, keep it up 👏",positive,other
Does this work for audio?,neutral,other
Can you please make a video on Docker?,positive,request
"Really awesome video, well done!",positive,other
Try adding coding practice for better understanding,neutral,suggestion
Please improve the Java basics quality,neutral,suggestion
Please improve the audio quality,neutral,suggestion
This is so ML model,negative,other
Consider making algorithms clearer,neutral,suggestion
Would love if you cover ML model in your next video,neutral,request
Anyone tried Docker yet?,neutral,other
Better VS Code would make it perfect,neutral,suggestion
Could you explain coding practice step by step?,positive,request
Best tutorial on useful I've seen,positive,other
Try adding algorithms for better understanding,neutral,suggestion
Please upload a detailed guide on React project,positive,request
Next video on Node.js please!,neutral,request
Better coding practice would make it perfect,neutral,suggestion
Next video on Linux please!,positive,request
Try adding audio for better understanding,neutral,suggestion
"Really fantastic video, well done!",positive,other
This was kinda poor,negative,other
Can you please make a video on ML model?,neutral,request
Can I use this on Java basics?,neutral,other
Try adding React project for better understanding,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
Please upload a detailed guide on timestamps,neutral,request
What about debugging version?,neutral,other
"Bro, do a tutorial about Android",positive,request
Please improve the ML model quality,neutral,suggestion
"Honestly, I useless this video",negative,other
Would love if you cover Android in your next video,neutral,request
Not really poor for me,negative,other
Consider making audio clearer,neutral,suggestion
Subtitles or VS Code would help a lot,neutral,suggestion
This was kinda poor,negative,other
Not really bad for me,negative,other
Try adding React project for better understanding,neutral,suggestion
Subtitles or Windows setup would help a lot,neutral,suggestion
Best tutorial on fantastic I've seen,positive,other
"Bro, do a tutorial about DSA",neutral,request
This was kinda poor,negative,other
You should add ML model in the video,neutral,suggestion
Could you explain Node.js step by step?,neutral,request
"Such a useful explanation, thanks!",positive,other
Better iOS would make it perfect,neutral,suggestion
Would love if you cover Docker in your next video,positive,request
Please upload a detailed guide on algorithms,positive,request
It would be nice if you included Java basics,neutral,suggestion
This video is so useful!,positive,other
How do I Android?,neutral,other
Please improve the debugging quality,neutral,suggestion
Please upload a detailed guide on coding practice,positive,request
This is so dislike,negative,other
Consider making Docker clearer,neutral,suggestion
Would love if you cover Java basics in your next video,positive,request
Better Docker would make it perfect,neutral,suggestion
Consider making algorithms clearer,neutral,suggestion
Subtitles or Java basics would help a lot,neutral,suggestion
Could you explain AI tutorial step by step?,neutral,request
Anyone tried ML model yet?,neutral,other
Better debugging would make it perfect,neutral,suggestion
Please improve the Windows setup quality,neutral,suggestion
How do I iOS?,neutral,other
Next video on algorithms please!,neutral,request
Subtitles or React project would help a lot,neutral,suggestion
"Bro, do a tutorial about deployment",positive,request
"Bro, do a tutorial about ML model",positive,request
Please improve the Node.js quality,neutral,suggestion
Do one about GitHub 🙏,positive,request
I did timestamps but not sure if it's right,neutral,other
Do one about deployment 🙏,positive,request
Does this work for ML model?,neutral,other
Consider making Android clearer,neutral,suggestion
Too bad and confusing,negative,other
I did Node.js but not sure if it's right,neutral,other
Do one about Node.js 🙏,positive,request
Please upload a detailed guide on coding practice,positive,request
Better GitHub would make it perfect,neutral,suggestion
"Bro, do a tutorial about Node.js",positive,request
Please upload a detailed guide on iOS,positive,request
Too dislike and confusing,negative,other
Can you please make a video on GitHub?,neutral,request
"Amazing work, keep it up 👏",positive,other
Try adding Linux for better understanding,neutral,suggestion
Would love if you cover Windows setup in your next video,positive,request
"Honestly, I timestamps this video",negative,other
"Really great video, well done!",positive,other
Is it possible to Docker?,neutral,other
Consider making Java basics clearer,neutral,suggestion
Is it possible to GitHub?,neutral,other
Do one about coding practice 🙏,neutral,request
I did audio but not sure if it's right,neutral,other
Please upload a detailed guide on audio,positive,request
Please upload a detailed guide on Windows setup,positive,request
Consider making algorithms clearer,neutral,suggestion
It would be nice if you included Node.js,neutral,suggestion
Could you explain Android step by step?,positive,request
Best tutorial on awesome I've seen,positive,other
Do one about Node.js 🙏,neutral,request
"Bro, do a tutorial about Android",positive,request
Would love if you cover deployment in your next video,neutral,request
This video is so useful!,positive,other
Please improve the GitHub quality,neutral,suggestion
"Honestly, I useless this video",negative,other
Didn't dislike anything useful,negative,other
Do one about iOS 🙏,positive,request
How do I audio?,neutral,other
Try adding debugging for better understanding,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
Can you please make a video on React project?,positive,request
Is it possible to deployment?,neutral,other
Do one about AI tutorial 🙏,positive,request
Next video on Python installation please!,positive,request
Try adding GitHub for better understanding,neutral,suggestion
Better Python installation would make it perfect,neutral,suggestion
Best tutorial on useful I've seen,positive,other
Please upload a detailed guide on React project,positive,request
Can I use this on Java basics?,neutral,other
This is so boring,negative,other
Try adding Node.js for better understanding,neutral,suggestion
Not really dislike for me,negative,other
What about VS Code version?,neutral,other
Please improve the audio quality,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Please upload a detailed guide on React project,positive,request
"Bro, do a tutorial about React project",neutral,request
This video is so awesome!,positive,other
I did coding practice but not sure if it's right,neutral,other
Anyone tried Windows setup yet?,neutral,other
You should add Java basics in the video,neutral,suggestion
Next video on GitHub please!,neutral,request
Anyone tried Java basics yet?,neutral,other
What about debugging version?,neutral,other
"Amazing work, keep it up 👏",positive,other
"Such a fantastic explanation, thanks!",positive,other
This was kinda useless,negative,other
It would be nice if you included VS Code,neutral,suggestion
Consider making deployment clearer,neutral,suggestion
"Honestly, I boring this video",negative,other
Subtitles or Docker would help a lot,neutral,suggestion
Do one about Android 🙏,neutral,request
"Bro, do a tutorial about debugging",neutral,request
Would love if you cover VS Code in your next video,positive,request
Try adding ML model for better understanding,neutral,suggestion
This is so bad,negative,other
Subtitles or iOS would help a lot,neutral,suggestion
This is so bad,negative,other
Please improve the Android quality,neutral,suggestion
Consider making debugging clearer,neutral,suggestion
Do one about Linux 🙏,positive,request
Try adding DSA for better understanding,neutral,suggestion
"Bro, do a tutorial about Docker",neutral,request
Consider making React project clearer,neutral,suggestion
What about iOS version?,neutral,other
This is so boring,negative,other
Can you please make a video on coding practice?,positive,request
Could you explain React project step by step?,positive,request
You should add DSA in the video,neutral,suggestion
Try adding AI tutorial for better understanding,neutral,suggestion
This is so dislike,negative,other
Would love if you cover Docker in your next video,positive,request
Subtitles or timestamps would help a lot,neutral,suggestion
Could you explain iOS step by step?,positive,request
Next video on Node.js please!,positive,request
Subtitles or GitHub would help a lot,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
Can you please make a video on Node.js?,neutral,request
Sorry but this bad my time,negative,other
Can you please make a video on audio?,positive,request
Would love if you cover DSA in your next video,positive,request
Is it possible to VS Code?,neutral,other
Can I use this on DSA?,neutral,other
Please improve the timestamps quality,neutral,suggestion
Better GitHub would make it perfect,neutral,suggestion
This was kinda dislike,negative,other
Does this work for iOS?,neutral,other
Can I use this on DSA?,neutral,other
Do one about Android 🙏,neutral,request
Better debugging would make it perfect,neutral,suggestion
"Bro, do a tutorial about Python installation",positive,request
Do one about timestamps 🙏,positive,request
You should add coding practice in the video,neutral,suggestion
You should add Linux in the video,neutral,suggestion
This is so bad,negative,other
"Really fantastic video, well done!",positive,other
It would be nice if you included deployment,neutral,suggestion
Please upload a detailed guide on Android,neutral,request
Please improve the GitHub quality,neutral,suggestion
Try adding DSA for better understanding,neutral,suggestion
Try adding coding practice for better understanding,neutral,suggestion
Next video on audio please!,positive,request
Could you explain GitHub step by step?,positive,request
It would be nice if you included deployment,neutral,suggestion
Try adding Linux for better understanding,neutral,suggestion
Can you please make a video on GitHub?,positive,request
Could you explain Docker step by step?,neutral,request
Consider making coding practice clearer,neutral,suggestion
This helped me great so much,positive,other
Do one about Windows setup 🙏,positive,request
Best tutorial on fantastic I've seen,positive,other
Do one about ML model 🙏,positive,request
This is so poor,negative,other
Better coding practice would make it perfect,neutral,suggestion
"Really great video, well done!",positive,other
Could you explain Android step by step?,positive,request
"Bro, do a tutorial about Docker",positive,request
Subtitles or React project would help a lot,neutral,suggestion
Sorry but this dislike my time,negative,other
You should add Python installation in the video,neutral,suggestion
Better Docker would make it perfect,neutral,suggestion
Could you explain ML model step by step?,positive,request
Anyone tried VS Code yet?,neutral,other
Consider making debugging clearer,neutral,suggestion
Do one about Node.js 🙏,positive,request
What about ML model version?,neutral,other
"Honestly, I bad this video",negative,other
Can you please make a video on coding practice?,neutral,request
You should add VS Code in the video,neutral,suggestion
Can you please make a video on VS Code?,positive,request
"Bro, do a tutorial about Android",positive,request
"Honestly, I dislike this video",negative,other
Do one about Java basics 🙏,neutral,request
"Man, I fantastic this content ❤️",positive,other
Would love if you cover debugging in your next video,neutral,request
"Really ML model video, well done!",positive,other
Would love if you cover Java basics in your next video,neutral,request
Can I use this on Windows setup?,neutral,other
"Man, I great this content ❤️",positive,other
Not really bad for me,negative,other
This helped me great so much,positive,other
"Such a AI tutorial explanation, thanks!",positive,other
I did algorithms but not sure if it's right,neutral,other
Try adding iOS for better understanding,neutral,suggestion
"Bro, do a tutorial about React project",positive,request
Better coding practice would make it perfect,neutral,suggestion
It would be nice if you included Android,neutral,suggestion
It would be nice if you included Python installation,neutral,suggestion
It would be nice if you included audio,neutral,suggestion
"Really fantastic video, well done!",positive,other
"Bro, do a tutorial about Android",positive,request
Next video on algorithms please!,positive,request
This is so dislike,negative,other
Would love if you cover Docker in your next video,positive,request
Can you please make a video on Python installation?,positive,request
"Man, I great this content ❤️",positive,other
Can you please make a video on debugging?,positive,request
Better Windows setup would make it perfect,neutral,suggestion
Next video on Linux please!,neutral,request
Try adding AI tutorial for better understanding,neutral,suggestion
Too poor and confusing,negative,other
"Bro, do a tutorial about audio",neutral,request
Please improve the coding practice quality,neutral,suggestion
You should add Android in the video,neutral,suggestion
Sorry but this bad my time,negative,other
Consider making iOS clearer,neutral,suggestion
Next video on Java basics please!,neutral,request
Try adding debugging for better understanding,neutral,suggestion
Could you explain Linux step by step?,neutral,request
Too bad and confusing,negative,other
You should add Windows setup in the video,neutral,suggestion
Can you please make a video on deployment?,positive,request
Better algorithms would make it perfect,neutral,suggestion
Please improve the coding practice quality,neutral,suggestion
Please upload a detailed guide on Python installation,neutral,request
Not really useless for me,negative,other
Would love if you cover ML model in your next video,positive,request
Would love if you cover VS Code in your next video,positive,request
Would love if you cover audio in your next video,neutral,request
Would love if you cover debugging in your next video,positive,request
This was kinda bad,negative,other
Not really dislike for me,negative,other
Too timestamps and confusing,negative,other
Better timestamps would make it perfect,neutral,suggestion
Consider making Android clearer,neutral,suggestion
Could you explain debugging step by step?,neutral,request
Best tutorial on Linux I've seen,positive,other
Do one about AI tutorial 🙏,positive,request
Better VS Code would make it perfect,neutral,suggestion
It would be nice if you included Docker,neutral,suggestion
This is so boring,negative,other
You should add GitHub in the video,neutral,suggestion
"Bro, do a tutorial about Linux",positive,request
Would love if you cover AI tutorial in your next video,positive,request
This is so poor,negative,other
You should add algorithms in the video,neutral,suggestion
Do one about AI tutorial 🙏,positive,request
Next video on Java basics please!,neutral,request
Could you explain React project step by step?,positive,request
Too dislike and confusing,negative,other
Could you explain VS Code step by step?,positive,request
Can I use this on AI tutorial?,neutral,other
Subtitles or React project would help a lot,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
Do one about iOS 🙏,positive,request
I did ML model but not sure if it's right,neutral,other
"Such a helpful explanation, thanks!",positive,other
Please improve the DSA quality,neutral,suggestion
Better React project would make it perfect,neutral,suggestion
Try adding coding practice for better understanding,neutral,suggestion
Could you explain Windows setup step by step?,positive,request
Can you please make a video on coding practice?,positive,request
Subtitles or Java basics would help a lot,neutral,suggestion
Can you please make a video on Android?,positive,request
Would love if you cover GitHub in your next video,neutral,request
Would love if you cover iOS in your next video,positive,request
You should add coding practice in the video,neutral,suggestion
This helped me fantastic so much,positive,other
Could you explain Python installation step by step?,neutral,request
Could you explain Python installation step by step?,neutral,request
Would love if you cover GitHub in your next video,positive,request
It would be nice if you included deployment,neutral,suggestion
Subtitles or Python installation would help a lot,neutral,suggestion
Do one about coding practice 🙏,neutral,request
Subtitles or AI tutorial would help a lot,neutral,suggestion
Can you please make a video on Java basics?,positive,request
Try adding ML model for better understanding,neutral,suggestion
"Really awesome video, well done!",positive,other
Next video on deployment please!,positive,request
"Man, I awesome this content ❤️",positive,other
Better Android would make it perfect,neutral,suggestion
Not really bad for me,negative,other
Would love if you cover Windows setup in your next video,neutral,request
Consider making timestamps clearer,neutral,suggestion
Next video on AI tutorial please!,positive,request
Would love if you cover deployment in your next video,neutral,request
Consider making audio clearer,neutral,suggestion
Subtitles or ML model would help a lot,neutral,suggestion
Consider making audio clearer,neutral,suggestion
Consider making timestamps clearer,neutral,suggestion
"Bro, do a tutorial about React project",positive,request
Next video on algorithms please!,neutral,request
This helped me fantastic so much,positive,other
Please upload a detailed guide on Node.js,positive,request
Please upload a detailed guide on Node.js,positive,request
Next video on GitHub please!,neutral,request
"Bro, do a tutorial about deployment",positive,request
"Bro, do a tutorial about timestamps",positive,request
Can you please make a video on Windows setup?,positive,request
Next video on Windows setup please!,positive,request
Is it possible to Docker?,neutral,other
What about GitHub version?,neutral,other
Do one about deployment 🙏,positive,request
You should add Android in the video,neutral,suggestion
Would love if you cover algorithms in your next video,neutral,request
Please improve the VS Code quality,neutral,suggestion
Anyone tried Docker yet?,neutral,other
Can you please make a video on Node.js?,positive,request
"Man, I great this content ❤️",positive,other
What about Android version?,neutral,other
Didn't useless anything useful,negative,other
Could you explain Linux step by step?,positive,request
It would be nice if you included Python installation,neutral,suggestion
This video is so Python installation!,positive,other
Can you please make a video on ML model?,positive,request
Can you please make a video on Python installation?,positive,request
Please improve the VS Code quality,neutral,suggestion
This video is so useful!,positive,other
Do one about DSA 🙏,neutral,request
Is it possible to Linux?,neutral,other
Consider making debugging clearer,neutral,suggestion
Please improve the Java basics quality,neutral,suggestion
I did React project but not sure if it's right,neutral,other
Anyone tried GitHub yet?,neutral,other
Better iOS would make it perfect,neutral,suggestion
This video is so iOS!,positive,other
Try adding React project for better understanding,neutral,suggestion
You should add Android in the video,neutral,suggestion
"Bro, do a tutorial about Linux",neutral,request
"Such a Docker explanation, thanks!",positive,other
Didn't iOS anything useful,negative,other
Can I use this on DSA?,neutral,other
You should add Python installation in the video,neutral,suggestion
Can you please make a video on GitHub?,positive,request
Try adding timestamps for better understanding,neutral,suggestion
Does this work for iOS?,neutral,other
This is so dislike,negative,other
Please improve the Windows setup quality,neutral,suggestion
This was kinda useless,negative,other
Better React project would make it perfect,neutral,suggestion
Please improve the timestamps quality,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Subtitles or ML model would help a lot,neutral,suggestion
Next video on Node.js please!,neutral,request
"Honestly, I useless this video",negative,other
Next video on Docker please!,neutral,request
Next video on Docker please!,positive,request
This video is so fantastic!,positive,other
Better coding practice would make it perfect,neutral,suggestion
It would be nice if you included iOS,neutral,suggestion
Do one about DSA 🙏,positive,request
This helped me useful so much,positive,other
It would be nice if you included GitHub,neutral,suggestion
"Bro, do a tutorial about Docker",positive,request
Better DSA would make it perfect,neutral,suggestion
Do one about Linux 🙏,positive,request
"Such a fantastic explanation, thanks!",positive,other
Try adding DSA for better understanding,neutral,suggestion
Next video on Windows setup please!,positive,request
This video is so useful!,positive,other
It would be nice if you included Node.js,neutral,suggestion
It would be nice if you included AI tutorial,neutral,suggestion
This was kinda poor,negative,other
Could you explain DSA step by step?,neutral,request
"Honestly, I useless this video",negative,other
Could you explain Docker step by step?,positive,request
It would be nice if you included ML model,neutral,suggestion
You should add React project in the video,neutral,suggestion
Could you explain Windows setup step by step?,neutral,request
Is it possible to ML model?,neutral,other
Next video on Linux please!,positive,request
"Such a fantastic explanation, thanks!",positive,other
Consider making VS Code clearer,neutral,suggestion
Subtitles or Windows setup would help a lot,neutral,suggestion
Does this work for Windows setup?,neutral,other
"Really helpful video, well done!",positive,other
"Bro, do a tutorial about Node.js",neutral,request
Can you please make a video on Android?,positive,request
You should add React project in the video,neutral,suggestion
Sorry but this bad my time,negative,other
Anyone tried coding practice yet?,neutral,other
Is it possible to React project?,neutral,other
Please improve the coding practice quality,neutral,suggestion
Not really bad for me,negative,other
Do one about iOS 🙏,positive,request
Does this work for DSA?,neutral,other
Sorry but this bad my time,negative,other
"Such a helpful explanation, thanks!",positive,other
You should add ML model in the video,neutral,suggestion
Better ML model would make it perfect,neutral,suggestion
Could you explain audio step by step?,positive,request
Anyone tried Linux yet?,neutral,other
Better algorithms would make it perfect,neutral,suggestion
Please upload a detailed guide on Docker,neutral,request
You should add GitHub in the video,neutral,suggestion
Try adding Python installation for better understanding,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
"Bro, do a tutorial about deployment",positive,request
Would love if you cover audio in your next video,positive,request
Could you explain Android step by step?,positive,request
Try adding timestamps for better understanding,neutral,suggestion
"Honestly, I Android this video",negative,other
Can you please make a video on Android?,positive,request
Do one about algorithms 🙏,neutral,request
Subtitles or AI tutorial would help a lot,neutral,suggestion
Anyone tried audio yet?,neutral,other
"Man, I AI tutorial this content ❤️",positive,other
Do one about Docker 🙏,neutral,request
Not really poor for me,negative,other
"Really algorithms video, well done!",positive,other
This helped me fantastic so much,positive,other
Please upload a detailed guide on Windows setup,positive,request
Could you explain AI tutorial step by step?,positive,request
Do one about AI tutorial 🙏,neutral,request
Try adding deployment for better understanding,neutral,suggestion
Sorry but this poor my time,negative,other
Better Android would make it perfect,neutral,suggestion
"Honestly, I poor this video",negative,other
Can you please make a video on Python installation?,neutral,request
Please upload a detailed guide on coding practice,positive,request
You should add AI tutorial in the video,neutral,suggestion
Too dislike and confusing,negative,other
I did Windows setup but not sure if it's right,neutral,other
Can you please make a video on Java basics?,neutral,request
This was kinda useless,negative,other
"Bro, do a tutorial about Linux",neutral,request
Consider making algorithms clearer,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
Do one about coding practice 🙏,neutral,request
"Bro, do a tutorial about iOS",positive,request
You should add Windows setup in the video,neutral,suggestion
What about iOS version?,neutral,other
This was kinda useless,negative,other
Try adding React project for better understanding,neutral,suggestion
Please upload a detailed guide on deployment,positive,request
Anyone tried AI tutorial yet?,neutral,other
This is so dislike,negative,other
Next video on Java basics please!,positive,request
You should add Python installation in the video,neutral,suggestion
It would be nice if you included Java basics,neutral,suggestion
Too poor and confusing,negative,other
Is it possible to Linux?,neutral,other
Can you please make a video on audio?,positive,request
Please upload a detailed guide on Android,positive,request
"Honestly, I bad this video",negative,other
"Man, I great this content ❤️",positive,other
"Honestly, I useless this video",negative,other
Can you please make a video on React project?,neutral,request
Better Linux would make it perfect,neutral,suggestion
You should add DSA in the video,neutral,suggestion
Please improve the Android quality,neutral,suggestion
Do one about Node.js 🙏,positive,request
This video is so great!,positive,other
Is it possible to AI tutorial?,neutral,other
It would be nice if you included debugging,neutral,suggestion
Would love if you cover timestamps in your next video,positive,request
"Bro, do a tutorial about AI tutorial",positive,request
Is it possible to Windows setup?,neutral,other
"Bro, do a tutorial about iOS",neutral,request
Do one about Python installation 🙏,neutral,request
Please upload a detailed guide on algorithms,positive,request
Try adding AI tutorial for better understanding,neutral,suggestion
Try adding timestamps for better understanding,neutral,suggestion
This is so dislike,negative,other
Can you please make a video on audio?,positive,request
Would love if you cover timestamps in your next video,neutral,request
Can you please make a video on algorithms?,positive,request
Anyone tried iOS yet?,neutral,other
"Honestly, I boring this video",negative,other
Better audio would make it perfect,neutral,suggestion
"Bro, do a tutorial about Java basics",positive,request
This helped me great so much,positive,other
You should add audio in the video,neutral,suggestion
Do one about Linux 🙏,positive,request
Try adding VS Code for better understanding,neutral,suggestion
Can you please make a video on deployment?,positive,request
Subtitles or coding practice would help a lot,neutral,suggestion
Better Docker would make it perfect,neutral,suggestion
I did Node.js but not sure if it's right,neutral,other
Try adding iOS for better understanding,neutral,suggestion
Do one about GitHub 🙏,neutral,request
Could you explain React project step by step?,positive,request
Could you explain VS Code step by step?,positive,request
Try adding VS Code for better understanding,neutral,suggestion
Can you please make a video on debugging?,positive,request
"Bro, do a tutorial about coding practice",positive,request
"Bro, do a tutorial about deployment",neutral,request
Consider making Windows setup clearer,neutral,suggestion
Please improve the Android quality,neutral,suggestion
Better Windows setup would make it perfect,neutral,suggestion
Better DSA would make it perfect,neutral,suggestion
Best tutorial on helpful I've seen,positive,other
Is it possible to Linux?,neutral,other
How do I algorithms?,neutral,other
Best tutorial on Android I've seen,positive,other
Is it possible to coding practice?,neutral,other
Would love if you cover Docker in your next video,neutral,request
This video is so fantastic!,positive,other
Please upload a detailed guide on Node.js,positive,request
Didn't useless anything useful,negative,other
This video is so useful!,positive,other
Subtitles or deployment would help a lot,neutral,suggestion
Anyone tried Java basics yet?,neutral,other
This was kinda poor,negative,other
Subtitles or audio would help a lot,neutral,suggestion
Didn't poor anything useful,negative,other
It would be nice if you included audio,neutral,suggestion
Consider making Python installation clearer,neutral,suggestion
Can you please make a video on Linux?,neutral,request
This is so dislike,negative,other
"Amazing work, keep it up 👏",positive,other
Next video on Linux please!,positive,request
"Amazing work, keep it up 👏",positive,other
It would be nice if you included VS Code,neutral,suggestion
This was kinda poor,negative,other
Could you explain VS Code step by step?,positive,request
Subtitles or debugging would help a lot,neutral,suggestion
Would love if you cover Java basics in your next video,neutral,request
Try adding timestamps for better understanding,neutral,suggestion
"Man, I Node.js this content ❤️",positive,other
Try adding Linux for better understanding,neutral,suggestion
Please upload a detailed guide on deployment,neutral,request
"Amazing work, keep it up 👏",positive,other
Subtitles or Windows setup would help a lot,neutral,suggestion
Would love if you cover coding practice in your next video,positive,request
Could you explain DSA step by step?,positive,request
Is it possible to coding practice?,neutral,other
It would be nice if you included Windows setup,neutral,suggestion
Could you explain debugging step by step?,positive,request
Consider making timestamps clearer,neutral,suggestion
"Such a awesome explanation, thanks!",positive,other
"Really useful video, well done!",positive,other
Consider making Android clearer,neutral,suggestion
Not really useless for me,negative,other
Would love if you cover coding practice in your next video,positive,request
Could you explain algorithms step by step?,positive,request
Sorry but this poor my time,negative,other
Subtitles or Python installation would help a lot,neutral,suggestion
Could you explain Python installation step by step?,positive,request
Anyone tried Windows setup yet?,neutral,other
Can you please make a video on algorithms?,positive,request
Could you explain Docker step by step?,positive,request
It would be nice if you included audio,neutral,suggestion
Subtitles or Java basics would help a lot,neutral,suggestion
Try adding Docker for better understanding,neutral,suggestion
Do one about GitHub 🙏,positive,request
Next video on Docker please!,neutral,request
Better Linux would make it perfect,neutral,suggestion
How do I ML model?,neutral,other
Subtitles or VS Code would help a lot,neutral,suggestion
Please upload a detailed guide on Java basics,positive,request
Try adding algorithms for better understanding,neutral,suggestion
Next video on Windows setup please!,neutral,request
"Really great video, well done!",positive,other
Next video on debugging please!,positive,request
This video is so helpful!,positive,other
Subtitles or Windows setup would help a lot,neutral,suggestion
Didn't dislike anything useful,negative,other
"Man, I useful this content ❤️",positive,other
Can I use this on VS Code?,neutral,other
Next video on deployment please!,neutral,request
Next video on GitHub please!,positive,request
You should add coding practice in the video,neutral,suggestion
"Bro, do a tutorial about timestamps",neutral,request
Try adding Docker for better understanding,neutral,suggestion
Does this work for Node.js?,neutral,other
It would be nice if you included Java basics,neutral,suggestion
Next video on deployment please!,positive,request
"Such a helpful explanation, thanks!",positive,other
"Really helpful video, well done!",positive,other
"Bro, do a tutorial about Docker",positive,request
Next video on Node.js please!,neutral,request
Can I use this on ML model?,neutral,other
Would love if you cover deployment in your next video,positive,request
Too useless and confusing,negative,other
Can you please make a video on VS Code?,positive,request
Too bad and confusing,negative,other
You should add VS Code in the video,neutral,suggestion
Better algorithms would make it perfect,neutral,suggestion
Better Docker would make it perfect,neutral,suggestion
Better GitHub would make it perfect,neutral,suggestion
Next video on debugging please!,positive,request
